seed1,seed2,Data_Loss,Physics_Loss,BC_Loss,E_max_diff,R2,x,w_exact,w_measured,w_pred,E_pred
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,1.8181819,0.076703504,0.0768651510112195,0.07559681,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,1.8686868,0.08045314,0.08425324464906454,0.07938423,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,1.919192,0.084262356,0.08494340620736672,0.083233036,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,1.969697,0.08812921,0.08548966808444429,0.08714135,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.020202,0.09205182,0.09226164272598206,0.091107234,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.070707,0.096028365,0.10387917696377867,0.09512851,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.1212122,0.10005704,0.09869101470550613,0.09920357,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.1717172,0.10413603,0.09845169434262684,0.103330396,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.2222223,0.10826361,0.10102883720836776,0.10750731,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.2727273,0.11243806,0.11078413471300635,0.11173255,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.3232322,0.11665767,0.111065145662914,0.11600415,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.3737373,0.1209208,0.13494896777245588,0.120320626,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.4242425,0.12522584,0.11643458417963898,0.12468008,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.4747474,0.12957114,0.12150317987118939,0.12908107,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.5252528,0.13395524,0.13167349216600716,0.13352185,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.5757575,0.13837644,0.14322507855492417,0.13800088,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.6262627,0.1428334,0.14083357531783197,0.14251666,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.6767678,0.14732458,0.1401792661602921,0.14706749,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.7272725,0.15184851,0.145829608679733,0.15165189,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.777778,0.15640387,0.15378720507294502,0.15626869,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.8282828,0.16098917,0.16824975370699993,0.16091613,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.8787878,0.16560313,0.15830807677225486,0.165593,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.929293,0.17024444,0.16956319648359192,0.17029788,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,2.979798,0.17491178,0.17033882584964302,0.17502938,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.030303,0.17960392,0.18202534004388202,0.1797863,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.080808,0.18431959,0.18728193010914776,0.18456723,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.1313133,0.1890577,0.17812799929128204,0.18937108,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.181818,0.19381693,0.21162120814522875,0.19419664,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.2323232,0.1985963,0.20001059609175612,0.19904271,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.2828283,0.20339462,0.19959536514705792,0.20390812,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.333333,0.20821086,0.20154231268282172,0.20879175,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.3838387,0.21304399,0.21110822493023482,0.21369267,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.4343433,0.21789297,0.21813029138677023,0.21860956,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.4848485,0.22275682,0.22719627215484348,0.22354166,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.5353537,0.22763467,0.22767659116606756,0.22848786,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.5858586,0.23252551,0.23613541568027632,0.23344736,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.6363637,0.23742853,0.225419430692087,0.23841912,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.6868687,0.24234279,0.23673052546636864,0.24340233,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.7373738,0.24726759,0.23975938393432006,0.24839602,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.7878788,0.252202,0.2534296979316691,0.25339943,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.838384,0.25714538,0.2605617154436435,0.2584119,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.8888888,0.26209694,0.25116098916965524,0.26343247,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.9393938,0.267056,0.26580336648215147,0.2684607,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,3.9898992,0.27202192,0.2774333359846523,0.2734955,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.040404,0.27699405,0.2838198769244001,0.2785366,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.090909,0.28197175,0.27365172279301314,0.28358313,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.141414,0.28695446,0.29115345821060423,0.2886346,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.1919193,0.2919417,0.2944657548282115,0.29369044,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.2424245,0.29693288,0.2936811752397273,0.29875016,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.292929,0.3019275,0.31657026244420994,0.30381304,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.3434343,0.30692524,0.2985803872325728,0.3088789,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.3939395,0.31192553,0.30985650974482093,0.3139473,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.4444447,0.31692812,0.32032055964301787,0.31901756,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.4949493,0.32193255,0.3237460028493756,0.32408953,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.5454545,0.32693848,0.3256611355688821,0.3291629,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.5959597,0.33194572,0.34221630582997725,0.3342373,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.6464643,0.336954,0.34773523369971576,0.3393125,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.6969695,0.34196293,0.3487708236472727,0.344388,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.7474747,0.34697255,0.35444410077472105,0.34946412,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.79798,0.3519825,0.3515727513110001,0.35454005,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.848485,0.3569927,0.3483041416783062,0.35961622,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.8989897,0.362003,0.3783222850325582,0.36469227,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,4.949495,0.36701342,0.35987097546227553,0.369768,210000000000.0
9,78,6.268422112043481e-06,4.985168743587565e-06,9.760707143868785e-06,0.0,0.9959969584775235,5.0,0.37202382,0.38865260123493356,0.37484357,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.0,0.0,0.004035722043698069,-0.00015855212,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.05050505,7.5405565e-05,-0.0039519933439870186,-0.00014585731,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.1010101,0.00029959288,-0.003375710809257639,1.9408099e-05,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.15151516,0.0006695412,-0.007234209309993051,0.00033392906,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.2020202,0.0011822605,-0.00870885898597615,0.0007947231,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.25252524,0.001834792,-0.009740185048047082,0.0013988632,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.3030303,0.0026242083,0.006367486967549954,0.0021431674,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.35353535,0.0035476112,0.011899148684114125,0.0030246642,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.4040404,0.0046021366,0.007892024810108143,0.0040405598,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.45454547,0.0057849484,0.007914462538810946,0.005187816,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.5050505,0.0070932424,0.009278415524833668,0.00646354,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.5555556,0.0085242465,0.0075872882719894095,0.00786488,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.6060606,0.010075219,0.017332387315225777,0.009389179,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.65656567,0.011743447,0.005953264756955464,0.011033462,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.7070707,0.0135262525,0.021521003102152696,0.012795014,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.75757575,0.015420986,0.014251162076399931,0.014671053,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.8080808,0.017425029,0.01701289608443696,0.016659072,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.85858583,0.019535795,0.010398059093197423,0.018756177,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.90909094,0.02175073,0.022346897482646018,0.02095992,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,0.959596,0.024067303,0.042502061095066844,0.023267671,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.010101,0.026483024,0.02594216675287554,0.025676835,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.0606061,0.02899543,0.026011584223894067,0.0281848,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.1111112,0.03160209,0.03453156973972,0.030789198,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.1616161,0.03430059,0.04168874035308298,0.033487473,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.2121212,0.037088588,0.044848096591892206,0.03627725,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.2626262,0.03996371,0.03474540528677993,0.039156046,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.3131313,0.042923674,0.034121027450168644,0.042121686,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.3636364,0.045966197,0.038076252250791316,0.045171514,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.4141414,0.04908903,0.04864690386426028,0.04830335,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.4646465,0.05228995,0.03728146262311738,0.051515017,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.5151515,0.05556679,0.06712427711548002,0.054804295,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.5656565,0.058917373,0.0539257030258114,0.058168765,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.6161616,0.062339615,0.06064667135404321,0.061606374,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.6666667,0.06583138,0.07792811199304636,0.06511495,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.7171717,0.06939063,0.0617748033804536,0.06869236,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.7676768,0.07301534,0.07302957058634119,0.072336465,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.8181819,0.076703504,0.07162551196141437,0.07604538,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.8686868,0.08045314,0.08480935918816261,0.07981698,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.919192,0.084262356,0.07921773447481095,0.08364926,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,1.969697,0.08812921,0.0900951783834103,0.08754029,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.020202,0.09205182,0.08595083517927743,0.09148807,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.070707,0.096028365,0.10338446922530002,0.095490746,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.1212122,0.10005704,0.09610587804953745,0.09954661,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.1717172,0.10413603,0.0945668260723577,0.103653565,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.2222223,0.10826361,0.11021218687646621,0.10781001,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.2727273,0.11243806,0.09671244125080726,0.11201414,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.3232322,0.11665767,0.1285202997712863,0.11626414,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.3737373,0.1209208,0.12432436664051018,0.1205584,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.4242425,0.12522584,0.1277015846939405,0.12489515,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.4747474,0.12957114,0.13044234058491858,0.12927276,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.5252528,0.13395524,0.14311034949867688,0.13368972,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.5757575,0.13837644,0.1387482871221893,0.13814437,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.6262627,0.1428334,0.14137454222599477,0.14263535,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.6767678,0.14732458,0.14306189409820017,0.14716077,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.7272725,0.15184851,0.15341034601719808,0.15171942,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.777778,0.15640387,0.16839799112641113,0.15630995,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.8282828,0.16098917,0.1529965772035984,0.16093057,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.8787878,0.16560313,0.17198768704159823,0.16558032,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.929293,0.17024444,0.17152687051796495,0.17025757,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,2.979798,0.17491178,0.17809539666680044,0.17496106,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,3.030303,0.17960392,0.19070878114270914,0.17968956,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,3.080808,0.18431959,0.18926493475600611,0.18444169,210000000000.0
66,44,6.1808891587133985e-06,1.1792449186032172e-06,7.492055374314077e-06,0.0,0.9960080321352626,3.1313133,0.1890577,0.18113593299083502,0.18921648,210000000000.0
